antecedents,consequents,support,confidence,lift
胖干烧肉/香菇鸡块,米饭,0.001776885043263288,0.9583333333333334,1.0306303312285368
莴笋烧肉/千张节烧肉,米饭,0.01722805933250927,0.9570815450643777,1.0292841076199157
西红柿炒蛋/葱油芋艿,米饭,0.022249690976514216,0.9568106312292359,1.028992755951415
宫保鸡丁,米饭,0.02843016069221261,0.9558441558441558,1.0279533693292418
小青菜,米饭,0.04334054388133498,0.9557069846678024,1.0278058499119336
土豆丝/大白菜,米饭,0.013288009888751545,0.9555555555555556,1.0276429969351206
鸡排/椒盐排骨,米饭,0.00996600741656366,0.9555555555555556,1.0276429969351206
花菜,米饭,0.05964153275648949,0.9554455445544554,1.0275246866660743
葱油鲳鳊鱼,米饭,0.0016223733003708281,0.9545454545454546,1.0265566935556967
西葫芦肉丝/茭白肉丝,米饭,0.008034610630407911,0.9541284403669725,1.0261082196834574
莴笋目鱼花,米饭,0.006412237330037083,0.9540229885057471,1.0259948124973737
盐菜黄豆芽,米饭,0.014369592088998764,0.9538461538461539,1.0258046373699414
椒盐土豆/藕片,米饭,0.009502472187886279,0.9534883720930233,1.0254198644376946
香酥鸭,米饭,0.0031674907292954264,0.9534883720930233,1.0254198644376946
春卷,米饭,0.04426761433868974,0.9534109816971714,1.0253366356836313
西葫芦炒鸡蛋/肉末茄,米饭,0.028198393077873918,0.9530026109660574,1.024897457323417
干菜长江豆,米饭,0.006257725587144623,0.9529411764705882,1.024831388188376
西兰花/韭黄炒鸡蛋,米饭,0.00919344870210136,0.952,1.023819209039548
包菜油付/绿豆芽,米饭,0.022944993819530284,0.9519230769230769,1.023736482859115
茭白肉丝小炒,米饭,0.07632880098887515,0.9518304431599229,1.0236368607728517
长江豆肉丝/鱼香肉丝,米饭,0.0061032138442521635,0.9518072289156626,1.0236118952379807
茄子长江豆,米饭,0.013674289245982695,0.9516129032258065,1.0234029095509172
长豆香干肉丝,米饭,0.016532756489493202,0.9511111111111111,1.0228632620656548
娃娃菜/黄瓜炒蛋,米饭,0.00896168108776267,0.9508196721311475,1.0225498368283128
椒盐虾,米饭,0.00888442521631644,0.9504132231404959,1.0221127251853257
土豆丝/包菜油付,米饭,0.022017923362175524,0.95,1.0216683283482884
蒜苗香干肉丝,米饭,0.01761433868974042,0.95,1.0216683283482884
芦笋牛柳/莴笋目鱼花,米饭,0.007262051915945612,0.9494949494949495,1.0211251766585765
家常豆腐,米饭,0.0821229913473424,0.9491071428571428,1.0207081137539762
番茄炒蛋/红烧萝卜,米饭,0.0648176761433869,0.9490950226244343,1.020695079166723
盐水虾/卤肉,米饭,0.007184796044499382,0.9489795918367347,1.020570940240503
萝卜丝带鱼,米饭,0.005716934487021014,0.9487179487179487,1.020289558674404
香菇鸭块/雪蘑菇肉片,米饭,0.005639678615574783,0.948051948051948,1.0195733146879706
鸡米花,米饭,0.012592707045735476,0.9476744186046512,1.0191673042886844
大排/春卷,米饭,0.00973423980222497,0.9473684210526315,1.0188382221755785
酸辣藕丝,米饭,0.002781211372064277,0.9473684210526315,1.0188382221755785
菜心,米饭,0.002781211372064277,0.9473684210526315,1.0188382221755785
虎皮尖椒/西葫芦炒蛋,米饭,0.027734857849196538,0.9472295514511874,1.0186888762034039
油豆腐烧肉,米饭,0.0790327564894932,0.9472222222222222,1.0186809940548724
芹菜千张丝,米饭,0.005485166872682324,0.9466666666666667,1.0180835271961892
青椒面筋/西葫芦炒蛋,米饭,0.010893077873918418,0.9463087248322147,1.017698582106031
板栗烧猪脚,米饭,0.00811186650185414,0.9459459459459459,1.0173084350551949
木耳南瓜/青瓜炒蛋,米饭,0.017537082818294192,0.9458333333333333,1.0171873269081644
四季豆肉丝,米饭,0.006721260815822003,0.9456521739130435,1.0169925007585938
葱油芋头/红烧萝卜,米饭,0.04395859085290482,0.9451827242524917,1.0164876356533943
木耳莴笋片,米饭,0.002626699629171817,0.9444444444444444,1.0156936597614563
土豆片,米饭,0.002626699629171817,0.9444444444444444,1.0156936597614563
雪菜毛豆/萝卜干炒蛋,米饭,0.00911619283065513,0.944,1.0152156862745099
千叶豆腐肉丝,米饭,0.01931396786155748,0.9433962264150944,1.0145663638016766
胖干烧肉,米饭,0.01931396786155748,0.9433962264150944,1.0145663638016766
青椒田藕,米饭,0.013983312731767615,0.9427083333333334,1.0138265758280713
白萝卜/南瓜丝,米饭,0.00880716934487021,0.9421487603305785,1.0132247884445835
醋溜鱼/宫保鸡丁,米饭,0.00865265760197775,0.9411764705882353,1.0121791488280256
芹菜香干,米饭,0.03932323856613103,0.9408502772643254,1.011828347367018
酸辣土豆丝,米饭,0.04666254635352287,0.940809968847352,1.0117849980691362
卤肉,米饭,0.021708899876390606,0.939799331103679,1.010698117464774
虎皮青椒/茄子长豆,米饭,0.009579728059332509,0.9393939393939394,1.0102621428643364
小酥肉,米饭,0.002394932014833127,0.9393939393939394,1.0102621428643364
五香牛肉,米饭,0.005948702101359703,0.9390243902439024,1.0098647147986932
培红菜蘑菇毛豆肉丝,米饭,0.048748454882571075,0.9389880952380952,1.0098256816851034
鱼香肉丝,米饭,0.014137824474660074,0.9384615384615385,1.0092594012833296
番茄炒蛋/青韭南瓜丝,米饭,0.00942521631644005,0.9384615384615385,1.0092594012833296
虎皮蛋烧肉,米饭,0.03175216316440049,0.9383561643835616,1.0091460777484897
木耳芹菜,米饭,0.0058714462299134735,0.9382716049382716,1.0090551391094207
土豆丝/小青菜,米饭,0.030129789864029668,0.9375,1.0082253240279162
长江豆肉丝,米饭,0.013906056860321385,0.9375,1.0082253240279162
海带丝,米饭,0.012747218788627935,0.9375,1.0082253240279162
酱爆茄子/土豆洋葱,米饭,0.009270704573547589,0.9375,1.0082253240279162
红烧鸡块,米饭,0.0011588380716934486,0.9375,1.0082253240279162
小炒,米饭,0.008034610630407911,0.9369369369369369,1.0076197832927642
香酥鸡排,米饭,0.012592707045735476,0.9367816091954023,1.0074527375727225
香菇鸡块,米饭,0.015991965389369592,0.9366515837104072,1.0073129029201986
香菇鸡肉/鱼香肉丝,米饭,0.007957354758961682,0.9363636363636364,1.0070032327260643
凉拌海带,米饭,0.007957354758961682,0.9363636363636364,1.0070032327260643
葱油娃娃菜,米饭,0.056551297898640294,0.9360613810741688,1.0066781751930909
豆芽/青菜,米饭,0.030438813349814586,0.9358669833729216,1.006469112062072
木耳莴笋,米饭,0.05052533992583436,0.9356223175965666,1.0062059886149848
红烧肉,米饭,0.02804388133498146,0.9355670103092784,1.0061465089268278
木耳花菜/青瓜炒蛋,米饭,0.011047589616810878,0.934640522875817,1.0051501269611645
糖醋里脊,米饭,0.02649876390605686,0.9346049046321526,1.0051118216648873
三色绿豆芽,米饭,0.050757107540173055,0.9345661450924608,1.0050701380921248
素包子,米饭,0.006566749072929543,0.9340659340659341,1.004532190972869
付皮包,米饭,0.05029357231149567,0.9340028694404591,1.004464368730251
蘑菇肉片/椒盐虾,米饭,0.00865265760197775,0.9333333333333333,1.0037443225877922
千叶豆腐肉丝/韭黄肉,米饭,0.00865265760197775,0.9333333333333333,1.0037443225877922
莴笋肉丝小炒,米饭,0.0021631644004944375,0.9333333333333333,1.0037443225877922
榨菜蒲子,米饭,0.0010815822002472187,0.9333333333333333,1.0037443225877922
扎肉,米饭,0.0550061804697157,0.9331585845347313,1.0035563906794251
白菜千张丝,米饭,0.022635970333745363,0.9331210191082803,1.003515991304219
包菜油付,米饭,0.01830964153275649,0.9330708661417323,1.0034620547805402
红烧排骨,米饭,0.0699938195302843,0.933058702368692,1.0034489733682577
鸡排/茭白肉丝,米饭,0.007493819530284301,0.9326923076923077,1.00305493775085
红烧萝卜,米饭,0.013906056860321385,0.9326424870466321,1.0030013586184452
盐水虾,米饭,0.08799443757725588,0.9320785597381342,1.0023948884388842
椒盐带鱼/油爆虾,米饭,0.014833127317676144,0.9320388349514563,1.0023521668005693
韭黄肉丝/红烧大排,米饭,0.01800061804697157,0.932,1.0023104021269524
红烧子排,米饭,0.010584054388133498,0.9319727891156463,1.0022811384440782
鱼香肉丝/蒜苗香干肉,米饭,0.010584054388133498,0.9319727891156463,1.0022811384440782
茭白榨菜肉丝/杏鲍菇,米饭,0.00834363411619283,0.9310344827586207,1.001272045931172
油麦菜,米饭,0.03522867737948084,0.9306122448979591,1.0008179543003641
虾饼,米饭,0.0030902348578491965,0.9302325581395349,1.0004096238416533
葱油娃娃菜/莴苣,米饭,0.007184796044499382,0.93,1.000159521435693
青椒水面筋,米饭,0.037623609394313966,0.9293893129770993,0.999502763972713
茄子长豆/青椒素鸡,米饭,0.011047589616810878,0.9285714285714286,0.9986231780847933
粉蒸肉,米饭,0.0030129789864029666,0.9285714285714286,0.9986231780847933
酱鸭,米饭,0.03600123609394314,0.9282868525896414,0.9983171335925821
大排,米饭,0.075942521631644,0.9282341831916903,0.9982604907970455
椒盐带鱼/鸡排,米饭,0.012978986402966625,0.9281767955801105,0.9981987738442132
蘑菇小炒肉,米饭,0.012978986402966625,0.9281767955801105,0.9981987738442132
青瓜花生米/青椒炒蛋,米饭,0.00996600741656366,0.9280575539568345,0.9980705365916639
鱼香杏鲍菇炒肉,米饭,0.013906056860321385,0.9278350515463918,0.9978312485224738
青韭南瓜丝,米饭,0.0247991347342398,0.9277456647398844,0.9977351183443888
红烧萝卜/番茄炒鸡蛋,米饭,0.019777503090234856,0.927536231884058,0.9975098858015327
木耳娃娃菜,米饭,0.04735784919653894,0.9273827534039334,0.9973448288518207
香菇肉丝,米饭,0.025571693448702103,0.927170868347339,0.997116959113323
快胶菜,米饭,0.010815822002472188,0.9271523178807947,0.997097009193171
木耳炒蛋/水面筋,米饭,0.006875772558714462,0.9270833333333334,0.9970228204276061
肉末粉条,米饭,0.009811495673671199,0.927007299270073,0.9969410503283337
千张结烧肉,米饭,0.04388133498145859,0.9265905383360522,0.9964928488054055
青椒藕片,米饭,0.026189740420271942,0.9262295081967213,0.9961045824275807
花椒鸡腿,米饭,0.0019313967861557479,0.9259259259259259,0.9957780978053494
菠萝咕咾肉,米饭,0.0019313967861557479,0.9259259259259259,0.9957780978053494
黄豆猪脚,米饭,0.03623300370828183,0.9250493096646942,0.9948353493103856
花椒鸭,米饭,0.015064894932014834,0.9241706161137441,0.9938903668142492
酸辣藕丝/木耳莴笋,米饭,0.012206427688504327,0.9239766081871345,0.9936817228626013
葱油鸡,米饭,0.15203955500618047,0.923943661971831,0.9936462911734281
清炒南瓜/豆芽,米饭,0.00842088998763906,0.923728813559322,0.9934152345224214
葱油广东菜心,米饭,0.019622991347342397,0.9236363636363636,0.9933158101453216
韭黄肉丝小炒,米饭,0.025185414091470952,0.9235127478753541,0.9931828687685762
豆芽/木耳青菜,米饭,0.032524721878862795,0.9232456140350878,0.9928955822590708
鸭血豆腐/包菜粉丝,米饭,0.00834363411619283,0.9230769230769231,0.9927141651967176
青豆玉米炒蛋,米饭,0.002781211372064277,0.9230769230769231,0.9927141651967176
五花肉炒茶树菇,米饭,0.000927070457354759,0.9230769230769231,0.9927141651967176
春笋肉丝,米饭,0.000927070457354759,0.9230769230769231,0.9927141651967176
青韭肉末粉条,米饭,0.000927070457354759,0.9230769230769231,0.9927141651967176
葱油扇贝,米饭,0.02580346106304079,0.9226519337016574,0.9922571144760929
红烧大排,米饭,0.006412237330037083,0.9222222222222223,0.991794985414128
红烧茄子/椒盐土豆,米饭,0.010043263288009889,0.9219858156028369,0.991540744197667
卤鸭,米饭,0.03244746600741656,0.9210526315789473,0.9905371604484791
花椒排骨,米饭,0.03862793572311496,0.9208103130755064,0.9902765613533862
莴苣/藕片,米饭,0.01877317676143387,0.9204545454545454,0.989893954500136
酱爆猪肝,米饭,0.012515451174289247,0.9204545454545454,0.989893954500136
鸡米花/辣子鸡,米饭,0.008034610630407911,0.9203539823008849,0.9897858048274056
雪菜素鸡/丝瓜毛豆子,米饭,0.008034610630407911,0.9203539823008849,0.9897858048274056
虎皮包/油爆虾,米饭,0.010661310259579728,0.92,0.9894051179793952
大白菜,米饭,0.013288009888751545,0.9197860962566845,0.9891750772637524
牛肉,米饭,0.02804388133498146,0.9189873417721519,0.9883160644648333
春卷/辣子鸡,米饭,0.002626699629171817,0.918918918918919,0.9882424797679036
清烧南瓜/葱油芋头,米饭,0.01745982694684796,0.9186991869918699,0.988006171188332
青椒炒面筋,米饭,0.005176143386897404,0.9178082191780822,0.9870479884547272
葱油芋头/莴笋丝,米饭,0.011202101359703337,0.9177215189873418,0.9869547475716312
包菜粉丝,米饭,0.039477750309023486,0.9174147217235189,0.9866248054161871
西葫芦炒蛋,米饭,0.012669962917181705,0.9162011173184358,0.9853196462753268
油豆腐/长江豆肉丝,米饭,0.007571075401730532,0.9158878504672897,0.9849827464646559
盐焗鸡,米饭,0.006721260815822003,0.9157894736842105,0.9848769481030593
青瓜炒蛋/莴笋小炒,米饭,0.00919344870210136,0.9153846153846154,0.9844415471534115
葱油鳊鱼,米饭,0.004944375772558714,0.9142857142857143,0.9832597445757963
干菜肉,米饭,0.002472187886279357,0.9142857142857143,0.9832597445757963
葱油炒鳊鱼,米饭,0.011433868974042027,0.9135802469135802,0.9825010565012781
木耳花菜,米饭,0.030207045735475897,0.9135514018691588,0.9824700353767358
青椒水面筋/木耳西兰,米饭,0.012747218788627935,0.9116022099447514,0.9803737957398523
青瓜付竹肉片,米饭,0.02696229913473424,0.9112271540469974,0.9799704454955412
鱼香杏鲍菇肉丝,米饭,0.006953028430160693,0.9090909090909091,0.9776730414816157
冬瓜酿肉,米饭,0.0015451174289245982,0.9090909090909091,0.9776730414816157
水波蛋,米饭,0.01993201483312732,0.9084507042253521,0.9769845393397273
长江豆肉丝/香菇肉丝,米饭,0.009888751545117428,0.9078014184397163,0.9762862712100107
黄鱼,米饭,0.00973423980222497,0.9064748201438849,0.9748595938802298
小黄鱼,米饭,0.010352286773794808,0.9054054054054054,0.9737095021242578
葱油芋头,米饭,0.0058714462299134735,0.9047619047619048,0.9730174555697986
香酥鸭肉/椒盐虾,米饭,0.010893077873918418,0.9038461538461539,0.9720326200884526
青椒素鸡,米饭,0.00865265760197775,0.9032258064516129,0.9713654734720569
葱油金针菇,米饭,0.031983930778739185,0.9,0.9678963110667996
虎皮尖椒/素烧鹅,米饭,0.00973423980222497,0.9,0.9678963110667996
红烧肉/香菇鸡肉,米饭,0.012051915945611866,0.896551724137931,0.9641878960818694
青椒土豆丝,米饭,0.02379480840543881,0.8953488372093024,0.9628942629475914
口水鸡,米饭,0.009888751545117428,0.8951048951048951,0.962631917766514
红烧茄子,米饭,0.0077255871446229914,0.8928571428571429,0.9602145943123013
藕片/芋头,米饭,0.006412237330037083,0.8924731182795699,0.9598015987878658
茄子豆角,米饭,0.009579728059332509,0.8920863309352518,0.9593856320726071
椒盐带鱼,米饭,0.02673053152039555,0.8917525773195877,0.9590266999688222
木耳西兰花,米饭,0.03175216316440049,0.8896103896103896,0.9567229048784383
青菜/白菜油腐,米饭,0.013597033374536464,0.8888888888888888,0.9559469738931353
雪菜毛豆/青椒面筋,米饭,0.00865265760197775,0.8888888888888888,0.9559469738931353
素烧鹅,米饭,0.022095179233621757,0.8854489164086687,0.9522474887000505
宫爆鸡丁,米饭,0.001776885043263288,0.8846153846153846,0.9513510749801876
油片豆芽小炒,米饭,0.001776885043263288,0.8846153846153846,0.9513510749801876
虎皮尖椒,米饭,0.004712608158220025,0.8840579710144928,0.9507516099045858
蘑菇肉片/雪菜鱿鱼,米饭,0.007648331273176761,0.8839285714285714,0.9506124483691781
油爆虾,米饭,0.02850741656365884,0.8827751196172249,0.9493719797545164
南瓜饼,米饭,0.0034765142150803463,0.8823529411764706,0.948917952026274
干锅花菜,米饭,0.0023176761433868973,0.8823529411764706,0.948917952026274
茄子长豆/虎皮青椒,米饭,0.009579728059332509,0.8794326241134752,0.9457773252346978
尖椒肉丝小炒,米饭,0.0010815822002472187,0.875,0.9410103024260552
椒盐虾，,米饭,0.004712608158220025,0.8714285714285714,0.937169444048806
红烧仔排,米饭,0.0020859085290482076,0.8709677419354839,0.9366738494194835
杏鲍菇牛肉粒,米饭,0.0015451174289245982,0.8695652173913043,0.9351655179389368
红烧油片,米饭,0.013210754017305315,0.868020304568528,0.9335040563588423
大块肉,米饭,0.0010043263288009889,0.8666666666666667,0.932048299545807
窑鸡腿,米饭,0.0014678615574783684,0.8636363636363636,0.928789389407535
芹菜香干/青瓜凉皮,米饭,0.009888751545117428,0.8590604026845637,0.923868216379943
腐乳烧肉,米饭,0.0013906056860321385,0.8571428571428571,0.9218060105398092
台湾酸菜猪肚,米饭,0.000927070457354759,0.8571428571428571,0.9218060105398092
西葫芦/花菜,米饭,0.0004635352286773795,0.8571428571428571,0.9218060105398092
毛笋烧肉,米饭,0.0004635352286773795,0.8571428571428571,0.9218060105398092
脆骨鸡,米饭,0.001776885043263288,0.8518518518518519,0.9161158499809214
香蒿,米饭,0.003399258343634116,0.8461538461538461,0.9099879847636577
木耳冬瓜,米饭,0.0012360939431396785,0.8421052631578947,0.9056339752671809
红烧鸭块,米饭,0.0007725587144622991,0.8333333333333334,0.8962002880248144
炒榨面,米饭,0.00038627935723114956,0.8333333333333334,0.8962002880248144
清炒绿豆芽,米饭,0.001854140914709518,0.8275862068965517,0.890019596383264
虾皮冬瓜,米饭,0.0013906056860321385,0.8181818181818182,0.8799057373334542
葱油芋艿,米饭,0.0016223733003708281,0.8076923076923077,0.8686248945471279
红烧冬瓜,米饭,0.0006180469715698393,0.8,0.860352276503822
酿豆腐,米饭,0.00030902348578491963,0.8,0.860352276503822
回锅肉,米饭,0.001776885043263288,0.7931034482758621,0.8529354465339614
雪菜目鱼花,米饭,0.0013906056860321385,0.782608695652174,0.8416489661450431
韭黄炒西葫芦,米饭,0.0005407911001236094,0.7777777777777778,0.8364536021564934
粉蒸排骨,米饭,0.0007725587144622991,0.7692307692307693,0.827261804330598
香菇菜芯,米饭,0.0004635352286773795,0.75,0.806580259222333
木耳南瓜,米饭,0.00023176761433868975,0.75,0.806580259222333
茄子长江豆肉丝,米饭,0.0013133498145859086,0.7391304347826086,0.7948906902480962
莴笋榨菜炒毛豆,米饭,0.000849814585908529,0.7333333333333333,0.7886562534618367
香菇菜心,米饭,0.0006180469715698393,0.7272727272727273,0.7821384331852926
炒河粉,米饭,0.0010043263288009889,0.7222222222222222,0.7767069162881726
咸菜豆瓣肉丝小炒,米饭,0.00038627935723114956,0.7142857142857143,0.768171675449841
东坡腐,米饭,0.001699629171817058,0.7096774193548387,0.7632157291566162
青椒炒蛋,米饭,0.0005407911001236094,0.7,0.7528082419408441
红烧猪蹄,米饭,0.002472187886279357,0.6956521739130435,0.7481324143511494
香辣鸡翅根,米饭,0.0010043263288009889,0.6842105263157895,0.7358276049045845
干锅包菜,米饭,0.00030902348578491963,0.6666666666666666,0.7169602304198516
青椒目鱼花,米饭,0.00015451174289245981,0.6666666666666666,0.7169602304198516
包菜炒蛋,米饭,0.0007725587144622991,0.625,0.6721502160186108
苋菜,米饭,0.00023176761433868975,0.5,0.5377201728148887
大排/糖醋里脊,米饭,0.00015451174289245981,0.5,0.5377201728148887
芹菜香干肉丝,米饭,7.725587144622991e-05,0.5,0.5377201728148887
西芹千张肉丝,米饭,7.725587144622991e-05,0.3333333333333333,0.3584801152099258
响铃,米饭,0.00030902348578491963,0.3076923076923077,0.3309047217322392
紫米饭,米饭,0.000927070457354759,0.18461538461538463,0.19854283303934353
炒面,米饭,0.0,0.0,0.0
